measureDevice,measurePt,yPos,yVelo,direction,yAccel,yJerk,index1_disp_peak,index2_disp_peak_moment,index3_disp_interval,index4_velo_peak,index5_velo_peak_moment,index6_velo_rising_time,index7_accel_peak,index8_accel_peak_moment,index9_accel_interval,useless
IDS,1,-3000,30000,0,2,40,-0.132567025412982,6.93599999999999,0.678442709631746,30313.4994827205,0.6785,0.562550000000002,-1.87688931133914,1.36675,0.610393396209659,24
IDS,1,0,5000,0,2,80,0.00882021560316644,NaN,2.15254669397764,5262.27282981132,0.292899999999999,0.210999999999999,-1.2530892830607,4.895,0.292770996313771,25
IDS,1,0,30000,0,2,80,-0.00396624894573299,7.6066,0.677992960212038,30407.6474957858,0.678000000000001,0.562799999999999,-1.86990797165881,1.2656,0.617021359707135,26
IDS,1,-1500,5000,0,2,80,-0.0499877524501547,14.3684666666666,2.15252993028313,5263.1932685461,0.292850000000001,0.210949999999997,-1.25323588764065,4.89489999999999,0.292842828140749,27
IDS,1,-1500,30000,0,2,80,-0.0614887199460554,7.6068666666667,0.677994090022227,30408.8279800384,0.678000000000001,0.562800000000001,-1.87010533957751,1.2655,0.634666302862708,28
IDS,1,-3000,5000,0,2,80,-0.122487149828127,14.3679,2.15250629618363,5264.02131833712,0.292849999999998,0.211099999999998,-1.25286540291343,4.89490000000001,0.292681328785175,29
IDS,1,-3000,30000,0,2,80,-0.132966861711338,6.92910000000001,0.677987128168248,30376.8707120378,0.677999999999997,0.562799999999996,-1.87323716398276,1.3705,0.608187071450937,30
IDS,1,0,5000,0,2,140,0.0115698743057201,NaN,2.15225552592765,5261.860384764,0.2896,0.2086,-1.2665964283256,4.8943,0.289418480037354,31
IDS,1,0,30000,0,2,140,-0.0043580845524198,7.6058333333334,0.677934527726408,30420.6223834529,0.677999999999999,0.562799999999998,-1.86933142223785,1.2649,0.616766932198334,32
IDS,1,-1500,5000,0,2,140,-0.0473982828336072,14.3649,2.15227426796164,5262.7322533356,0.289700000000003,0.2087,-1.2662968341647,4.8943,0.2895744603472,33
IDS,1,-1500,30000,0,2,140,-0.0619571662951633,7.6061666666666,0.677937353917192,30422.2385889039,0.677999999999997,0.562899999999999,-1.8695455485883,1.26476666666667,0.634263103340976,34
IDS,1,-3000,5000,0,2,140,-0.121239748526629,14.3644666666667,2.1522334215739,5264.95930565896,0.289599999999997,0.208699999999997,-1.2660678611314,4.8943,0.289417467868059,35
IDS,1,-3000,30000,0,2,140,-0.133299490029458,6.92860000000001,0.677934812613522,30386.4590427014,0.677949999999996,0.562850000000005,-1.87242814119073,1.37105,0.607892933631559,36
IDS,1,0,5000,0,3,40,0.0164576898809145,NaN,2.13423640290594,5248.28716878076,0.260300000000001,0.1877,-1.41256918977894,4.8864,0.260134234588541,37
IDS,1,0,30000,0,3,40,-0.00510085647475886,7.2367333333334,0.587365949561833,30593.8377835921,0.587450000000001,0.447150000000001,-2.78826667118094,1.12963333333333,0.492815472884297,38
IDS,1,-1500,5000,0,3,40,-0.0433164612873043,14.1155333333333,2.13437096042213,5248.10380131592,0.260299999999997,0.187699999999996,-1.41237902092308,4.8864,0.260179248052573,39
IDS,1,-1500,30000,0,3,40,-0.0642235804688577,7.23699999999999,0.587368032202953,30594.5365799779,0.587399999999999,0.447099999999999,-2.78745658815537,1.12953333333334,0.523809899013479,40
IDS,1,-3000,5000,0,3,40,-0.11839565172401,14.1156666666667,2.13444106776917,5249.57650147859,0.260299999999997,0.187800000000003,-1.41156570524198,4.88650000000001,0.260136217608839,41
IDS,1,-3000,30000,0,3,40,-0.134746501184736,6.6501833333333,0.587287517625761,30515.8323612004,0.587499999999999,0.447599999999987,-2.7910056152806,1.1644,0.524226426495342,42
